oid,OBJEKT Inventarnummer,OBJEKT Sammlung,klassifikation,webtext,datierung,herstellung,herkunft,OBJEKT -> Inhalt,OBJEKT -> Masse,OBJEKT -> Material und Technik
409680,LM-8107,Technologie und Brauchtum,Gebärstuhl,"Zusammenlegbar, der von einer Hebamme auf ihren Besuch mitgetragt werden konnte. Datiert 1793. Herkunft: Metzger (Sammlung) Conrad. 96 x 57 x 58,5 cm. Gesamt: Nussbaumholz, massiv, gesägt. ",1793,,  ,,"Höhe 96 cm, Breite 57 cm, Tiefe 58.5 cm.","Gesamt: Nussbaumholz, massiv, gesägt."
91238,LM-8111,Technologie und Brauchtum,Salzfässchen,"Mit Kerbschnitzerei. Datiert 1731. 18,5 x 12 cm. geschnitzt. 

Literatur:
19930618. ",1731,,,,"Höhe 18.5 cm, Breite 12 cm.",geschnitzt.
126789,LM-8371,Technologie und Brauchtum,Hammer (Maurer),"Mit zylindrischer Spitze und Bohrer am Schaft. Bezeichnet mit M M 1772. Inhalt: Maurerei. Datiert 1772. 22,5 x 14 cm. Eisen. ",1772,,,Maurerei. ,"Höhe 22.5 cm, Breite 14 cm.",Eisen.
191649,LM-8399,Technologie und Brauchtum,Milchtesseln,"Sogenannte 'stialas de latg'. Mit verschiedenen Motiven und Inschriften. 1800 - 1900. Herkunft: Surselva (Region) (GR), Tavetsch. Holz, geschnitzt. ",1800 - 1900  ,,  ,,,"Holz, geschnitzt."
98650,LM-8719,Technologie und Brauchtum,Einsatzgewicht,"Napf ('Haus'), mit verschliessbarem Klappdeckel; enthält 9 (bzw.10) Schälchen. Herstellung: Nürnberg. 1500 - 1600. Herkunft: Zürich. 10 cm. Ø 8 cm 1876,85 g. Messing, gegossen. ",1500 - 1600  ,Nürnberg. ,  ,,"Höhe 10 cm, Durchmesser 8 cm, Gewicht 1876.85 g.","Messing, gegossen."
98994,LM-8894,Technologie und Brauchtum,Laufgewichtswaage,"Eiserner Laufbalken von quadratischem Querschnitt, konisch auslaufend. Herstellung: Rheintal. Datiert 1606. 42,5 cm. Eisen. ",1606,Rheintal. ,,,Höhe 42.5 cm.,Eisen.
476940,LM-8939,Technologie und Brauchtum,Laterne,"Quadratisch mit gedrechselten Ecksäulen. 40,5 x 20,8 x 21,5 cm (ohne Griff). Holz. Glas. Griff: Eisendraht. ",,,,,"Höhe 40.5 cm, Breite 20.8 cm, Tiefe 21.5 cm (ohne Griff).",Holz. Glas. Griff: Eisendraht.
91330,LM-8987.1-6,Technologie und Brauchtum,Saumpferdausrüstung,"Bestehend aus Sattel, Hintergeschirr, Weinlägeln etc. 1700 - 1800. Herkunft: Jakob Padrutt (?1826), Pagig. 84 cm. 

Literatur:

19930618. ",1700 - 1800  ,,   (Objekt),,Höhe 84 cm.,
191715,LM-9212.1-6,Technologie und Brauchtum,Feuerspritze,"Fahrbare Feuerspritze mit rot bemaltem Wasserkasten, mit Wappen und Bezeichnung. Datiert 1811. 126 x 240 cm. bemalt. ",1811,,,,"Höhe 126 cm, Breite 240 cm.",bemalt.
126119,LM-9213,Technologie und Brauchtum,Gewichtssatz,5 Masse mit dem Zürcher Stempel und der Jahreszahl 1645 versehen. Datiert 1645. Herkunft: Zürich. Bronze. ,1645,,  ,,,Bronze.
126842,LM-9275,Technologie und Brauchtum,Beil (Dachdeckerei),"Klinge vorhanden. Mit Messingeinlagen und eingeschlagener Marke. Inhalt: Dachdeckerei. 1600 - 1700. 18 x 7,6 cm. gepunzt. ",1600 - 1700  ,,,Dachdeckerei. ,"Höhe 18 cm, Breite 7.6 cm.",gepunzt.
131210,LM-9388,Technologie und Brauchtum,Zahnschlüssel,"Mit Doppelhebel, Gegenhebeln und Geissfuss, alles nur an einem Gelenk. 1700 - 1800. 12,5 cm. ",1700 - 1800  ,,,,Höhe 12.5 cm.,
91373,LM-9453,Technologie und Brauchtum,Milchschüssel,"Oval, aus einem Stück, mit zwei ohrartigen Handgriffen. 1700 - 1800. 33,5 x 13 cm. geschnitzt. ",1700 - 1800  ,,,,"Höhe 33.5 cm, Breite 13 cm.",geschnitzt.
191757,LM-9486,Technologie und Brauchtum,Reitsattel,Mit Naht- und Nägelverzierung und gepolstertem Sitz. Bezeichnet 'MAMT'. 1700 - 1800. 40 x 65 cm. Leder. ,1700 - 1800  ,,,,"Höhe 40 cm, Breite 65 cm.",Leder.
100964,LM-9794,Technologie und Brauchtum,Abendmahlsbecher (evang.),"Pokalform; Korpus durch eingezogene Rillen in drei Querbänder geteilt. 1790 - 1800. Herkunft: Zürich (Kanton). 18,5 cm. Ø 10,5 cm. Becher: Lindenholz, massiv, gedrechselt. ",1790 - 1800  ,,  ,,"Höhe 18.5 cm, Durchmesser 10.5 cm.","Becher: Lindenholz, massiv, gedrechselt."
91374,LM-9825,Technologie und Brauchtum,Milchnapf (Sufgebseli),"Milchnapf (Sufgebseli). LM-9825. Klein, rund mit div. Brandstempeln. 1700 - 1800. 11,5 cm. Ø 23,5 cm. Gesamt: Nadelholz, massiv. 

Literatur:
19930618. ",1700 - 1800  ,,,,"Höhe 11.5 cm, Durchmesser 23.5 cm.","Gesamt: Nadelholz, massiv. "
91393,LM-9826,Technologie und Brauchtum,Käseformnapf,"Käseformnapf. LM-9826. Aus einem Stück, mit kleinen Löchern im Boden und in der Wandung. Brandmarken. Inhalt:  Milchwirtschaft . 1700 - 1800. 9,5 cm. Ø 25 cm. Gesamt: Nussbaumholz, massiv, gedreht. 

Literatur:
19930618. ",1700 - 1800  ,,,Milchwirtschaft. ,"Höhe 9.5 cm, Durchmesser 25 cm.","Gesamt: Nussbaumholz, massiv, gedreht."
91396,LM-9830,Technologie und Brauchtum,Käseformreifen,"Sog. Yerbe, mittels Schnur an einer Oese zusammenziehbar. Brandstempel: I.S.T. Inhalt: Milchwirtschaft. 1700 - 1900. Herkunft: St. Stephan. 6,5 cm. Ø 31 cm. 

Literatur:
19930618. ",1700 - 1900  ,,  ,Milchwirtschaft. ,"Höhe 6.5 cm, Durchmesser 31 cm.",
91407,LM-9831,Technologie und Brauchtum,Käsebrett,"Achteckig mit Querleisten. Inhalt: Milchwirtschaft. 1800 - 1900. 5 cm. Ø 43,5 cm. 

Literatur:
19930618. ",1800 - 1900  ,,,Milchwirtschaft. ,"Höhe 5 cm, Durchmesser 43.5 cm.",
114781,LM-9832,Technologie und Brauchtum,Butterplättchen,"'Ankebritt', mit verschlungenen Linien, Tulpen und Sternen. Datiert 1809. Herkunft: St. Stephan. 48 x 24,5 cm. Ahornholz, geschnitzt. ",1809,,  ,,"Höhe 48 cm, Breite 24.5 cm.","Ahornholz, geschnitzt."
126857,LM-10252,Technologie und Brauchtum,Schrotaxt (Zimmerei),"Klinge mit schwach gewölbter Schneide. Dreieckiges Schaftloch und Hahnansatz. Inhalt: Zimmerei. 1600 - 1700. 17,5 x 21 cm. ",1600 - 1700  ,,,Zimmerei. ,"Höhe 17.5 cm, Breite 21 cm.",
130111,LM-10258,Technologie und Brauchtum,Amputationssäge,"Mit geschnittenem Gestell, Totenkopf, Marke und Blattornament. Inhalt: Medizin und Heilkunde. Datiert 1648. 36 x 11 cm. ",1648,,,Medizin und Heilkunde. ,"Höhe 36 cm, Breite 11 cm.",
6839,LM-10436,Technologie und Brauchtum,Fuhrhalterschild,"Im oberen Bildteil Ansicht der vierspännigen, besetzten Kutsche. Inhalt: Kutschenfahrt. Postwesen. Herstellung: Anonym. Datiert 1771. Herkunft: Schaffhausen. 60 x 73,5 cm. Holz, Öl. 

Literatur:
Jahresbericht SLM 1908, S. 39. - W.U. GUYAN, Schaffhauser Kostbarkeiten in der Schweiz und weiten Welt, Thayngen 1992, S. 142, Abb. - A. FURGER, Kutschen und Schlitten in der Schweiz, Vom Streitwagen zum Stadtcoupé, Zürich 1993, S. 37, Abb. 46. ",1771,Anonym. ,  ,Kutschenfahrt. Postwesen. ,"Höhe 60 cm, Breite 73.5 cm.","Holz, Öl."
91476,LM-10719,Technologie und Brauchtum,Schafschere,"Nicht gekreuzt, für die Schafsschur. 1700 - 1800. Herkunft: Kreuzlingen (TG), Ausgrabung Burg Girsberg. 16,5 cm. Eisen. ",1700 - 1800  ,,  ,,Höhe 16.5 cm.,Eisen.
-747693,LM-10809.2,Technologie und Brauchtum,Lötlampe (Kupferschmiede),,1860,,,,"Höhe 15 cm, Tiefe 11 cm, Durchmesser 8 cm, Gewicht 376.81 g",Metall.
-747694,LM-10809.3,Technologie und Brauchtum,Lötlampe (Kupferschmiede),,1860,,,,"Höhe 8 cm, Tiefe 13 cm, Durchmesser 6.3 cm, Gewicht 133.91 g",Metall.
-747695,LM-10809.4,Technologie und Brauchtum,Lötlampe (Kupferschmiede),,1860,,,,"Höhe 7 cm, Durchmesser 6.5 cm, Gewicht 79.53 g",Metall.
119387,LM-10872,Technologie und Brauchtum,Leuchte (Girandole),"Auf rundem Fuss erhebt sich, aus zwei Blättern wachsend der dünne Schaft, oben mit einem kleinen Teller endigend. 1600 - 1700. Herkunft: Ostschweiz (Region). 27,5 cm. Ø 11 cm. Eisen, graviert. ",1600 - 1700  ,,  ,,"Höhe 27.5 cm, Durchmesser 11 cm.","Eisen, graviert."
392179,LM-11456.1-43,Technologie und Brauchtum,Arztbesteck,"Samml. chirurgischer Instrumente und sonstige medizinische Gebrauchsgegenstände. 1800 - 1900. Herkunft: Appenzell (Region). 

Literatur:
SLM Bibliothek: Medizin Rb 52 , 'Über dem Grabe geboren' Rb 47. ",1800 - 1900  ,,  ,,,
101591,LM-11686,Technologie und Brauchtum,Glocke (Bauausstattung),Haube sich nach unten verbreiternd. Durch Eingraben hergestellte Inschrift. 1200 - 1210. Herkunft: Suhr. 73 cm. Ø 65 cm 189000 g. Bronze. ,1200 - 1210  ,,  ,,"Höhe 73 cm, Durchmesser 65 cm, Gewicht 189000 g.",Bronze.
101635,LM-11689,Technologie und Brauchtum,Glocke (Bauausstattung),"Haube sich nach unten verbreiternd, Kranz durch drei Wulstringen eingefasst. Inhalt: Maria mit dem Kind. Evangelisten (Objekt). Herstellung: Giesser Peter VIII. Füssli (1607 - 1649), Zürich. Datiert 1636. Herkunft: Gnadenthal, Zisterzienserinnenabtei, Niederwil. 58 cm. Ø 58 cm 107000 g. Bronze. ",1636,"Giesser Peter VIII. Füssli (1607 - 1649), Zürich. ",  ,Maria mit dem Kind. Evangelisten (Objekt). ,"Höhe 58 cm, Durchmesser 58 cm, Gewicht 107000 g.",Bronze.
126864,LM-12474,Technologie und Brauchtum,Doppelbreithaue (Zimmerei),Halm mit ovalem Loch in der Mitte. Mittelteil schwach nach unten gebogen. Inhalt: Zimmerei. 1400 - 1500. 21 x 5 cm. ,1400 - 1500  ,,,Zimmerei. ,"Höhe 21 cm, Breite 5 cm.",
91588,LM-12475,Technologie und Brauchtum,Spitzhaue (Landwirtschaft),"4-eckiger Querschnitt mit abgeflachten Kanten, in starke runde Spitze endend. Inhalt: Landwirtschaft. 1400 - 1500. 37,5 cm. 

Literatur:
19930618. ",1400 - 1500  ,,,Landwirtschaft. ,Höhe 37.5 cm.,
108153,LM-12489.1-2,Technologie und Brauchtum,Wirtshausschild,"Weitästig, auf schwarzer Basis, darunter korbähnlicher durchbrochener Abschluss. Inhalt: Linde. 1700 - 1800. 134 cm (Länge der Linde). Schmiedeeisen, bemalt. 

Literatur:
FSG Text:

Aushängeschilder und Anschriften erlaubten dem Fremden, sich in einer Stadt zu orientieren. Denn nicht nur Herbergen, Wirtschaften, Läden oder Zunfthäuser, sondern auch private Häuser waren damit versehen. 
Die wohl meisten Aushängeschilder stellten Tiere dar. Aber auch botanische Motive waren weit verbreitet. Dieses Aushängeschild des Wirtshauses 'Linde' in Kaiserstuhl stammt aus dem 18. Jahrhundert. 

Lit.: 
René Creux, Schilder vor dem Himmel. Vorwort von Christoph Bernoulli, Paudex 1962.
René Creux, Belles enseignes de Suisse. Avant-propos de Werner Kämpfen, Zürich 1962.
René Creux, Old Inn-Signs in Switzerland. Preamble by Werner Kämpfen, Zürich 1962.
René Creux, Wirtshausschilder. Zeichen schweizerischer Gastlichkeit. Geleitwort von Werner Kämpfen, Zürich 1962. ",1700 - 1800  ,,,Linde. ,Objekt: Höhe 134 cm (Länge der Linde).,"Schmiedeeisen, bemalt."
91635,LM-12740,Technologie und Brauchtum,Trinkwasserbehälter,"Runder Aufbau, seitlich zwei kurze Arme mit rundem Henkelring; Deckel. Inhalt: Personenwappen Familie Hess Zürich. Datiert 1649. 47 cm. Kupfer, verzinnt. 

Literatur:
19930618. ",1649,,,Personenwappen Familie Hess Zürich. ,Höhe 47 cm.,"Kupfer, verzinnt."
126185,LM-12996,Technologie und Brauchtum,Wetzstahl (Metzgerei),"Messinggriff mit Anhängeöse. Breitfläche verziert mit Hase, Hund und Hirsch. 1700 - 1750. Herkunft: Zürich. 21,5 cm. Stahl. ",1700 - 1750  ,,  ,,Höhe 21.5 cm.,Stahl.
126204,LM-13800,Technologie und Brauchtum,Wiegemesser (Metzgerei),"Schwach halbmondförmige Klinge, sehr breit und schwer. Oberrand mit Bandfries. Inhalt: Metzgerei. Datiert 1796. Herkunft: Freiburg (Kanton). 88 x 25,8 cm. Klinge: graviert, geschliffen. ",1796,,  ,Metzgerei. ,"Klinge: Höhe 88 cm, Breite 25.8 cm.","Klinge: graviert, geschliffen."
195991,LM-13997,Technologie und Brauchtum,Gebärstuhl,"Zusammenlegbar, braun lackiert, dazu Kasten aus Tannenholz. 1840 - 1860. Herkunft: vielleicht Affoltern am Albis. 123 x 54 x 51 cm (Sitzhöhe 56 cm) (Stuhl). Nussbaumholz. Polster: Leder. Kasten: Tannenholz. ",1840 - 1860  ,,  ,,"Stuhl: Höhe 123 cm, Breite 54 cm, Tiefe 51 cm (Sitzhöhe 56 cm).
Kasten: Höhe 116.5 cm, Breite 63.5 cm, Tiefe 34.5 cm.",Nussbaumholz. Polster: Leder. Kasten: Tannenholz.
126177,LM-14579,Technologie und Brauchtum,Köcher (Metzgerei),"Zylindrisch, nach unten verjüngend. Mit Gürtel aus Stäben und Ringen. Inhalt: Rankenmotiv. 1600 - 1700. Herkunft: Schweiz, Innerschweiz. 25 cm. Ø 3,7 cm. Eisen, graviert. ",1600 - 1700  ,,  ,Rankenmotiv. ,"Höhe 25 cm, Durchmesser 3.7 cm.","Eisen, graviert."
347518,LM-14949,Technologie und Brauchtum,Handwärmer,"Fuss und Handwärmer, viereckiger messinggetriebener Behälter, graviert. 1750 - 1800. ",1750 - 1800  ,,,,,
351386,LM-15389,Technologie und Brauchtum,Pfeileisen,"Mit runder, vorn offener Tülle. Enger Hals in langer Spitze endend. 1300 - 1400. Herkunft: Küssnacht (SZ), Burgruine. 8 cm. ",1300 - 1400  ,,  ,,Länge 8 cm.,
351431,LM-15413,Technologie und Brauchtum,Kaminkette,"Schmiedeisene Kesselhängekette für einen Kamin. 1400 - 1500. Herkunft: Küssnacht (SZ), Gesslerburg. 147 cm. ",1400 - 1500  ,,  ,,Länge 147 cm.,
300271,LM-15484,Wissensch. Instrumente,Himmelsglobus,"Klein, kupfervergoldet und graviert, sog. 'Aequatorialarmille. 1700 - 1800. 14 x 7,4 cm. ",1700 - 1800  ,,,,"Höhe 14 cm, Breite 7.4 cm.",
126844,LM-15496,Technologie und Brauchtum,Axt (Zimmerei),"Schwerer, dicker Halm mit rechteckigem sich nach hinten verbreiterndem Loch. Inhalt: Zimmerei. 1500 - 1600. 24,5 cm. ",1500 - 1600  ,,  ,Zimmerei. ,Höhe 24.5 cm.,
6928,LM-15538,Technologie und Brauchtum,Wirtshausschild,"Als Büsserin mit gekreuzten Armen hinter einer Brüstung. Zu ihrer Rechten Kreuz. Inhalt: Maria Magdalena. Herstellung: Anonym. Um 1790. Herkunft: Schwyz (SZ), Wirtshaus Maria Magdalena, Rickenbacherstr. 127. 33,5 x 23 cm (hochoval). Eisenblech, Öl. 

Literatur:
Jahresbericht SLM 1920, S. 18. ",1790,Anonym. ,  ,Maria Magdalena. ,"Höhe 33.5 cm, Breite 23 cm (hochoval).","Eisenblech, Öl."
91685,LM-16434,Technologie und Brauchtum,Säugegefäss ('Mummeli'),"Zum Tränken von jungen Kälbchen. Hauszeichen und Initialen CK eingebrannt. 1800 - 1900. 9,5 x 16,5 x 14 cm. 

Literatur:
FSG Text:

Mit diesem Mummeli wurden Milchmastkälber gesäugt, die nicht bei der Mutter trinken konnten. ",1800 - 1900  ,,,,"Höhe 9.5 cm, Breite 16.5 cm, Tiefe 14 cm.",
6962,LM-16997,Technologie und Brauchtum,Firmenschild,"Als Trompe-l'oil gemalte Warenauslage in einem breiten gemalten Rahmen. Herstellung: Anonym. Um 1820. Herkunft: Felix Künzle, Toggenburg. 73 x 103 cm. Eichenholz, Öl. 

Literatur:
Jahresbericht SLM 1927, S. 22. - R. CREUX Hrsg., Volkskunst in der Schweiz, Paudex 1970, S. 191, Abb. - N. BOUVIER, Volkskunst, Ars Helvetica 9, Disentis 1991, S. 230-231, Abb. 271. - B. SCHÜLE/H.P. TREICHLER, Going West, Schweizer Volkskunst in Amerika, Katalog zur Ausstellung SLM 4.7.-23.10.1994, Neuenburg 28.11.1994-19.2.1995, S. 102, S. 103, Abb. ",1820,Anonym. ,Besitzer ,,"Höhe 73 cm, Breite 103 cm.","Eichenholz, Öl."
373811,LM-17020,Technologie und Brauchtum,Schnupftabakdose,"In der Form eines Schuhes. Mit Inschrift, Rütlischwur und Schweizerkreuz. Um 1810. Lindenholz, geschnitzt, bemalt. ",1810,,,,,"Lindenholz, geschnitzt, bemalt."
98104,LM-17567,Technologie und Brauchtum,Hauszeichen,"Auf dickem rechteckigen Brett befestigt, rot bemalt. Figur ehemals vergoldet. Inhalt: Strauss. 1700 - 1800. Herkunft: Winterthur (ZH), Wirtshaus zum Strauss, Schaffhauserstr. 92 cm. Nussbaumholz, geschnitzt. 

Literatur:
19930622. ",1700 - 1800  ,,  ,Strauss. ,Höhe 92 cm.,"Nussbaumholz, geschnitzt."
91860,LM-17721,Wissensch. Instrumente,Astronomischer Zirkel,"Oberteil 4 seitig, säulenartiger Aufbau, Sockel in der Mitte zugleich Kapitell. Inhalt: Sternzeichen. Datiert 1578. 17 cm. Ø 2,2 cm. Silber, gegossen. ",1578,,  ,Sternzeichen. ,"Höhe 17 cm, Durchmesser 2.2 cm.","Silber, gegossen."
126609,LM-18343,Technologie und Brauchtum,Taufschüssel,"Auf dem Rande eingeschlagene Kreuze. Inhalt: Mariae Verkündigung. Datiert 1612. 6,2 cm. Ø 27,7 cm. Messing, getrieben. ",1612,,,Mariae Verkündigung. ,"Höhe 6.2 cm, Durchmesser 27.7 cm.","Messing, getrieben."
354579,LM-18344,Technologie und Brauchtum,Taufschüssel,"Darstellung des Agnus Dei sowie Rosetten. 1500 - 1600. 6,5 cm. Ø 21,7 cm. Messing, getrieben. ",1500 - 1600  ,,,,"Höhe 6.5 cm, Durchmesser 21.7 cm.","Messing, getrieben."
97850,LM-20499,Technologie und Brauchtum,Kornmass,"Viertelmass. Zylindrisch mit 3 halbkugligen niederen eisernen Stollenfüssen. Inhalt: Ackerbau. Herstellung: Zollikerberg. Datiert 1744. 21 x 38,5 cm. Nussbaumholz. ",1744,Zollikerberg. ,,Ackerbau. ,"Höhe 21 cm, Breite 38.5 cm.",Nussbaumholz.
192479,LM-20561.a,Technologie und Brauchtum,Nähschatullenstock,"Verstellbare Höhe, Ständertischen für Nähkästchen. 1840 - 1860. 62,5 cm. ",1840 - 1860  ,,,,Höhe 62.5 cm.,
127294,LM-20638,Technologie und Brauchtum,Zeremonienbeil,"Des Meisters einer Dachdecker-Innung. Einer Reiterstreitaxt ähnlich. Inhalt: Zunft. 1600 - 1700. Herkunft: Rapperswil. 33 cm. Eisen, tauschiert (messing). ",1600 - 1700  ,,  ,Zunft. ,Höhe 33 cm.,"Eisen, tauschiert (messing-)."
97926,LM-21968,Technologie und Brauchtum,Kornmass,"Zylindrische Leibung, runder Boden,  verbunden durch Eisenbänderbeschlag. Inhalt: Ackerbau. Herstellung: Langnau am Albis. Datiert 1740. 8,6 cm. Ø 11 cm. Lindenholz. ",1740,Langnau am Albis. ,,Ackerbau. ,"Höhe 8.6 cm, Durchmesser 11 cm.",Lindenholz.
192566,LM-23421,Technologie und Brauchtum,Gleichgewichtswaage,"Pulverwaage, ganz aus Messing, 2 flache Halbkugelschalen an je 3 Schnüren. 1800 - 1900. 14 cm. Ø 8,3 cm. Messing. ",1800 - 1900,,,,"Höhe 14 cm, Durchmesser 8.3 cm.",Messing.
127132,LM-24295,Technologie und Brauchtum,Feuerhaken,"Mit Stossspitze und Reisshaken. Tülle mit Verlängerungsschschiene und Zwinge. Inhalt: Rosettenmotiv. Datiert 1779. Herkunft: Hedingen. 33,5 cm. Eisen. ",1779,,  ,Rosettenmotiv. ,Höhe 33.5 cm.,Eisen.
178536,LM-24884,Technologie und Brauchtum,Rost,"Längsseiten aus hochkantigem Bandeisen mit je 2 ausgeschmiedeten Füssen. 1400 - 1500. Herkunft: Regensdorf (ZH), Ruine Alt-Regensberg. 48,2 x 27,1 cm. Eisen. ",1400 - 1500  ,,  ,,"Höhe 48.2 cm, Breite 27.1 cm.",Eisen.
174922,LM-30732,Technologie und Brauchtum,Teller,"Rund, beidseitig leicht vertieft. Am Rande verschiedene Branstempel. 1800 - 1900. Herkunft: Evolène. Ø 21,5 cm. ",1800 - 1900  ,,  ,,"Höhe 2.3 cm, Tiefe 2.5 cm, Durchmesser 21 cm.","Gesamt: Hartholz, massiv."
99942,LM-30894,Technologie und Brauchtum,Lohngeschirr,"Eines Kundenmüllers. Prismatische Form mit kurzem Handgriff. Datiert 1749. 5,5 x 26 x 8 cm. Lärchenholz. ",1749,,,,"Höhe 5.5 cm, Breite 26 cm, Tiefe 8 cm.",Lärchenholz.
101997,LM-34976,Technologie und Brauchtum,Punze (Metallgiesserei),"Vierkantig, gephast für Zinnmarken des Zinngiessers Salomon Wirz. Inhalt: Metallgiesserei. Herstellung: Zürich. Um 1780. Herkunft: Salomon Wirz (1740 - 1815). 13,5 cm. 540 g. Eisen. ",1780,Zürich. ,  ,Metallgiesserei. ,"Höhe 13.5 cm, Gewicht 540 g.",Eisen.
101301,LM-35570.1-4,Technologie und Brauchtum,Aderlassbesteck,"Mit drei Bestecken in Holzetui. Inhalt: Medizin und Heilkunde. Datiert 1774. Herkunft: Ackle Schmiede, Ueken. 18,5 cm. Stahl. ",1774,,  ,Medizin und Heilkunde. ,Höhe 18.5 cm.,Stahl.
170703,LM-39968,Technologie und Brauchtum,Treichel,"An den Seiten zusammengeschweisst. Treichelriemen mit Pergamentbänderstickerei. Inhalt: Kuh. Herstellung: Ziseleur Marke Weisshaupt, Appenzell (Region). Datiert 1860. Herkunft: Heiden; Rehetobel. 38 x 19 cm. Klöppel: Eisen. Verschluss: Messing. ",1860,"Ziseleur Marke Weisshaupt, Appenzell (Region). ",    ,Kuh. ,"gesamt, hängend: Höhe 81 cm, Breite 42 cm, Tiefe 31 cm.
Riemen: Höhe 38 cm, Breite 19 cm.
Glocke: Höhe 42 cm, Breite 42 cm, Tiefe 31 cm.",Klöppel: Eisen. Verschluss: Messing.
158027,LM-40486,Technologie und Brauchtum,Spindel (Spinnerei),Sich in der Mitte kugelrund verdickend. Dunkel eingebrannte Zierringe. 1800 - 1900. 32 cm. Ø 4 cm. ,1800 - 1900  ,,,,"Höhe 32 cm, Durchmesser 4 cm.",
126094,LM-40745,Technologie und Brauchtum,Feuerwehreimer,"Mit gedrehtem Lederhenkel und der Aufschrift: 'Schmitthauss, Ao. 1711'. Inhalt: Familienwappen Familie Locher. Datiert 1711. Herkunft: Zürich (ZH), Schmidtenhaus 'Usterihaus', Sihlstr. Ø 16 cm (unterer ø des Eimers). bemalt. ",1711,,  ,Familienwappen Familie Locher. ,Objekt: Durchmesser 16 cm (unterer ø des Eimers).,bemalt.
157539,LM-42250,Technologie und Brauchtum,Gliedersäge (Werkz. unbest.),"Genietete Sägeblattelemente, auf einer Haspel rollbar, mit 2 Griffen die in den Endringen der Säge eingesteckt werden. 1900 - 1960. Herkunft: Rotkreuz. 105 cm (Säge). Säge: Eisen. Haspel und Griffe: Holz. Halterung für die Griffe: Leder, geschraubt. ",1900 - 1960  ,,  ,,"Säge: Höhe 105 cm.
Haspel: Durchmesser 12 cm.","Säge: Eisen. Haspel und Griffe: Holz. Halterung für die Griffe: Leder, geschraubt."
126255,LM-43000,Technologie und Brauchtum,Pflug (Landwirtschaft),Mit Gabelsterze (Typus Scheurmeier). Dazu kleines Scheibenrad und Vorderdeichsel. Inhalt: Ackerbau. 1800 - 1900. Herkunft: Siat. 200 x 85 cm. Eisen. ,1800 - 1900  ,,  ,Ackerbau. ,"Höhe 200 cm, Breite 85 cm.",Eisen.
151974,LM-43004,Technologie und Brauchtum,Schultornister,Mit Leinwand bezogen. Rückentragriemen aus Leder. Inhalt: Schule und Erziehung. 1900 - 1950. 25 x 35 x 9 cm. Karton. Deckel: Leinwand. ,1900 - 1950  ,,,Schule und Erziehung. ,"Höhe 25 cm, Breite 35 cm, Tiefe 9 cm.",Karton. Deckel: Leinwand.
126858,LM-43173,Technologie und Brauchtum,Breitaxt (Zimmerei),"Grosse, breite Form mit Schmiedemarken 'FIS' und 'IHS'. 1550 - 1600. Herkunft: Vitznau. 62 x 18 cm. ",1550 - 1600  ,,  ,,"Halm: Höhe 62 cm, Breite 18 cm.",
128461,LM-43669,Technologie und Brauchtum,Hackmesser (Metzgerei),"Schw. Modell, Schmetterlingsform. Holzgriff mit Messingmanschetten, 2 Schneiden. Inhalt: Metzgerei. 1900 - 1910. Herkunft: Hittnau. 30 x 12,5 cm. Klinge: Stahl. ",1900 - 1910  ,,  ,Metzgerei. ,"Klinge: Höhe 30 cm, Breite 12.5 cm.",Klinge: Stahl.
8269,LM-44348,Technologie und Brauchtum,Geradziehmesser,"Mit 2 kugelförmigen Hangriffen, ohne Fabrikatsmarke. Inhalt: Küferei. 1800 - 1850. Herkunft: August Lenzin (?1968). 40 cm. Klinge: Stahl. Griffe: Holz. ",1800 - 1850  ,,Küfer ,Küferei. ,"Höhe 40 cm.
Klinge: Länge 40 cm, Breite 28 cm.",Klinge: Stahl. Griffe: Holz.
7955,LM-46061,Technologie und Brauchtum,Bockmesser (Kammacherei),"Zweischneidig, breite Form, mit seitlichen Handgriffen. Herstellung: Besitzer Heinrich Schneebeli (1789 - 1864), Männedorf. 1800 - 1850. 53 x 10,3 cm. Klinge: Stahl. Griffe: Holz. ",1800 - 1850  ,"Besitzer Heinrich Schneebeli (1789 - 1864), Männedorf. ",,,"Breite 53 cm, Tiefe 10.3 cm.
Klinge: Höhe 10.3 cm, Breite 53 cm.",Klinge: Stahl. Griffe: Holz.
97777,LM-46547,Technologie und Brauchtum,Berner Mass,"Rechteckiger Henkel mit geradem Daumenhalter. Inhalt: Ortswappen Bern. Herstellung: Zinngiesser  , Bern. 1600 - 1700. Ø 8,7 cm (oben). Bronze, gegossen. ",1600 - 1700  ,"Zinngiesser  , Bern. ",,Ortswappen Bern. ,Objekt: Durchmesser 8.7 cm (oben).,"Bronze, gegossen."
